CompanyName,MarketCap,EmployeesTotalAmount
LYONDELLBASELL INDUSTRIES,32.483,19200
PACCAR,32.433,28500
CORNING,32.404,61200
COPART,32.355,8600
NASDAQ,32.359,5814
FUBON FINANCIAL HOLDING,32.289,45174
BARRICK GOLD CORPORATION,32.210,21869
INTERACTIVE BROKERS GROUP,32.189,2571
HOLCIM LTD,32.100,67409
INSTAGRAM,NAN,450
H & M HENNES & MAURITZ AB,32.080,153000
FUJITSU,32.032,129071
MARUTI SUZUKI INDIA,31.986,15945
AMADEUS IT GROUP,31.937,19000
NARI TECHNOLOGY,31.943,8211
TELUS CORPORATION,31.925,90800
GLOBALFOUNDRIES INC.,31.916,15000
BROWN-FORMAN CORPORATION,31.798,4700
CHINA CITIC BANK CORPORATION,31.755,59258
MPLX LP,31.738,5836
ARCELORMITTAL,31.726,167743
TWITTER,31.721,7500
DOLLAR TREE,31.710,199327
YUNNAN ENERGY NEW MATERIAL,31.590,NAN
ANSYS,31.593,5100
EPAM SYSTEMS,31.575,58824
AMERICAN WATER WORKS COMPANY,31.497,6400
STRAUMANN HOLDING AG,31.426,7340
PORSCHE AUTOMOBIL HOLDING SE,31.386,916
ANGLO AMERICAN PLATINUM,31.370,69000
EVE ENERGY CO. LTD,31.350,NAN
SOCIETE GENERALE,31.344,152050
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY,31.273,24374
JAPAN POST HOLDINGS,31.253,245472
LENNAR CORPORATION,31.191,10753
LONGFOR GROUP HOLDINGS,31.188,26316
CHINA OVERSEAS LAND AND INVESTMENT,31.149,6200
NATURGY ENERGY GROUP,31.139,10540
MICHELIN,31.126,117500
LEGRAND SA,31.083,36726
CHOCOLADEFABRIKEN LINDT & SPRUNGLI AG,31.017,13500
OCCIDENTAL PETROLEUM CORPORATION,31.018,11678
BRIDGESTONE CORPORATION,30.968,138036
CITIC,30.954,135304
STANLEY BLACK & DECKER,30.861,71300
EVERSOURCE ENERGY,30.826,9227
LI AUTO INC,30.814,4181
BOE TECHNOLOGY GROUP COMPANY,30.698,65017
WEC ENERGY GROUP,30.663,6938
TITAN COMPANY,30.619,7235
OKTA,30.591,5030
SKANDINAVISKA ENSKILDA BANKEN AB (PUBL.),30.552,15500
DEUTSCHE BORSE,30.349,7238
CONSOLIDATED EDISON,30.306,14071
POLY DEVELOPMENTS AND HOLDINGS GROUP,30.293,56811
WEYERHAEUSER COMPANY,30.216,9372
FUJIFILM HOLDINGS CORPORATION,30.145,73275
TESCO,30.115,367321
APPLOVIN CORP,30.106,1594
SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,29.960,NAN
AXIS BANK,29.962,78300
M3 Inc,29.929,7127
SUNGROW POWER SUPPLY,29.860,NAN
ADANI GREEN ENERGY,29.828,1340
NIBE INDUSTRIER AB (PUBL),29.791,18700
ASTELLAS PHARMA,29.739,15883
TONGWEI,29.697,23635
KASPI BANK JOINT STOCK COMPANY,29.700,NAN
SWISS RE,29.683,13189
CATHAY FINANCIAL HOLDING,29.557,57848
DEUTSCHE BANK,29.519,84512
RONGSHENG PETROCHEMICAL,29.417,13962
ENERGY TRANSFER LP,29.396,12558
PICC GROUP (PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA),29.374,198951
BALL CORPORATION,29.316,24300
TERUMO CORPORATION,29.176,26438
ULTRATECH CEMENT,29.172,22000
KIA MOTORS CORPORATION,29.017,52488
EPIROC AB (PUBL),29.023,13840
HONG KONG AND CHINA GAS COMPANY,28.993,2096
LAS VEGAS SANDS CORP,28.955,44700
TRANSURBAN GROUP,28.950,9000
WEST PHARMACEUTICAL SERVICES,28.926,10065
SWISSCOM AG,28.912,19062
WILLIS TOWERS WATSON PUBLIC COMPANY,28.854,46600
GEBERIT AG,28.741,11908
PT TELEKOMUNIKASI INDONESIA TBK,28.718,24272
MONGODB,28.679,2539
CHONGQING ZHIFEI BIOLOGICAL PRODUCTS,28.640,2972
WOLTERS KLUWER,28.489,19169
FOMENTO ECONOMICO MEXICANOB. DE C.V. (FEMSA),28.483,320618
V.F. CORPORATION,28.473,40000
COSTAR GROUP,28.388,4742
ZEBRA TECHNOLOGIES CORPORATION,28.370,9800
GREAT-WEST LIFECO,28.250,24500
ORANGE S.A,28.197,142150
ROCKET COMPANIES,28.140,26000
OLYMPUS CORPORATION,28.094,31653
VESTAS WIND SYSTEMS A/S,28.082,29378
SCHINDLER HOLDING AG,28.054,66674
EVOLUTION GAMING GROUP AB (PUBL),27.955,5054
SINGAPORE TELECOMMUNICATIONS (SINGTEL),27.940,22892
MERCADONA,NAN,93300
EXTRA SPACE STORAGE,27.910,4013
SAMPO OYJ,27.885,9813
NTT DATA CORPORATION,27.860,139677
ONEOK,27.853,2847
ON SEMICONDUCTOR CORPORATION,27.815,33300
MITSUBISHI ELECTRIC CORPORATION,27.731,146518
AMERISOURCEBERGEN CORPORATION,27.707,42000
SLACK TECHNOLOGIES,27.700,2545
CENOVUS ENERGY,27.662,2413
GOERTEK,27.623,87346
ALBEMARLE CORPORATION,27.609,6000
VULCAN MATERIALS COMPANY,27.592,11912
CHENIERE ENERGY,27.519,1550
ECOPETROL,27.466,15000
PACIFIC GAS & ELECTRIC CORPORATION,27.469,26000
SHENZHEN INOVANCE TECHNOLOGY,27.412,11216
GANFENG LITHIUM,27.337,5500
LABORATORY CORPORATION OF AMERICA HOLDINGS,27.300,75000
KERRY GROUP,27.278,26000
PEUGEOT,NAN,209000
UNITED MICROELECTRONICS CORPORATION,27.282,19285
EXPEDIA GROUP,27.261,14800
SHENZHOU INTERNATIONAL GROUP HOLDINGS,27.211,85700
QINGHAI SALT LAKE INDUSTRY,27.200,NAN
KANSAS CITY SOUTHERN,27.200,7082
KUBOTA CORPORATION,27.151,43293
LOBLAW COMPANIES,27.074,200000
CHINA EVERBRIGHT BANK COMPANY,27.049,46316
HORMEL FOODS CORPORATION,27.047,20000
WEBANK,NAN,NAN
FRESENIUS SE,27.032,311269
CERNER CORPORATION,26.977,26400
FLUTTER ENTERTAINMENT,26.926,14802
SAUDI ELECTRICITY COMPANY,26.932,37769
CDW CORPORATION,26.925,9900
NORTHERN TRUST CORPORATION,26.925,25000
EVERGREEN MARINE CORPORATION (TAIWAN),26.910,NAN
DOCUSIGN,26.897,5630
HEINEKEN HOLDING,26.890,84000
CHINA INTERNATIONAL CAPITAL CORPORATION,26.876,9372
SOUTHWEST AIRLINES,26.844,55100
HESS CORPORATION,26.829,1545
LIBERTY BROADBAND CORPORATION,26.773,1900
ZIMMER BIOMET HOLDINGS,26.772,20000
MARTIN MARIETTA MATERIALS,26.774,8700
IMPERIAL OIL,26.731,5800
INDUSTRIES QATAR,26.691,5700
NATIONAL BANK OF CANADA,26.658,26920
SUN PHARMACEUTICAL INDUSTRIES,26.639,36000
DELTA ELECTRONICS,26.611,80000
FLIPKART,NAN,30000
BAOSHAN IRON & STEEL,26.590,52323
HENGLI PETROCHEMICAL,26.583,26506
PANASONIC CORPORATION,26.571,259385
DELTA AIR LINES,26.567,83000
RWE,26.492,19498
ONGC,26.465,30105
ALLEGRO,NAN,2100
COCA-COLA EUROPACIFIC PARTNERS PLC,26.436,33200
VERISIGN,26.404,902
SYNCHRONY FINANCIAL,26.383,18000
DOVER CORPORATION,26.338,23000
JD DIGITS,NAN,NAN
ADANI TOTAL GAS LIMITED,26.344,NAN
RYANAIR HOLDINGS,26.286,15016
SAUDI ARABIAN MINING COMPANY (MA'ADEN),26.285,8000
SEAGEN,26.280,2675
FORTUM OYJ,26.201,19933
TOYOTA INDUSTRIES CORPORATION,26.095,66478
SMOORE INTERNATIONAL HOLDINGS,26.085,NAN
ADANI TRANSMISSIONS,26.063,11980
W.W. GRAINGER,26.051,22700
TELEPERFORMANCE SE,26.036,383233
CK HUTCHISON HOLDINGS,26.029,172907
LIVE NATION ENTERTAINMENT,26.029,10500
AIRPORTS OF THAILAND,25.987,7230
TRACTOR SUPPLY COMPANY,25.993,46000
EMS-CHEMIE HOLDING AG,25.924,2653
APA GROUP,25.898,1800
CHURCH & DWIGHT,25.900,5100
VEOLIA ENVIRONNEMENT,25.903,171450
FORTIVE CORPORATION,25.800,18000
TERADYNE,25.799,5900
NESTLE INDIA,25.741,7600
MAGNA INTERNATIONAL,25.732,154000
CRRC CORPORATION,25.710,164177
MCCORMICK & COMPANY,25.676,14000
CHINA MINSHENG BANKING,25.653,59262
INVITATION HOMES,25.613,1240
CARNIVAL CORPORATION,25.530,30000
SKYWORKS SOLUTIONS,25.504,11300
NIPPON PAINT HOLDINGS,25.480,27318
LI NING COMPANY,25.460,3625
CANON,25.376,25377
ORIX CORPORATION,25.376,33153
TELEFONICA SA,25.322,114042
CLP HOLDINGS,25.312,7959
GARMIN,25.185,18700
CENTRAL JAPAN RAILWAY COMPANY,25.177,29603
UNICHARM CORPORATION,25.160,16665
LASERTEC CORPORATION,25.151,529
KINGSPAN GROUP,25.068,15500
ADANI ENTERPRISES,25.058,2042
GEELY AUTOMOBILE HOLDINGS,24.968,38000
LEGAL & GENERAL GROUP,24.974,13876
MID-AMERICA APARTMENT COMMUNITIES,24.918,2429
HUNTINGTON BANCSHARES,24.908,25693
CHINA RESOURCES BEER (HOLDINGS) COMPANY,24.870,27000
NAN YA PLASTICS CORPORATION,24.834,11697
SIRIUS XM HOLDINGS,24.797,5590
KLABIN,24.770,7000
SEAGATE TECHNOLOGY,24.704,40000
EDISON INTERNATIONAL,24.694,13003
ROGERS COMMUNICATIONS,24.665,23500
BEST BUY,24.658,102000
GARTNER,24.622,16600
AENA S.M.E,24.610,8771
SANAN OPTOELECTRONICS,24.567,NAN
HARTFORD FINANCIAL SERVICES GROUP,24.526,18500
KEYCORP,24.533,18180
KAO CORPORATION,24.511,33603
CARLSBERG A/S,24.428,40010
KE HOLDINGS INC.,24.424,119658
SHIMANO,24.398,12244
CREDIT SUISSE GROUP,24.376,48770
MIRVAC GROUP,24.373,1414
FRANCO-NEVADA CORPORATION,24.341,38
GF SECURITIES,24.315,12307
FORMOSA PLASTICS CORPORATION,24.311,2900
DELIVERY HERO SE,24.268,22000
ROKU,24.240,3000
SGS SA,24.206,94000
INVESTMENT AB LATOUR (PUBL),24.169,NAN
INGERSOLL-RAND (IRELAND),24.170,15900
CAPITAL GROUP,NAN,7500
NAURA TECHNOLOGY GROUP,24.163,NAN
WINGTECH TECHNOLOGY,24.164,22467
MALAYAN BANKING BERHAD,24.113,45000
HubSpot,24.083,5895
CAIXABANK,24.065,36597
BAE SYSTEMS,24.023,90500
REGIONS FINANCIAL CORPORATION,23.946,19406
CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH,23.911,NAN
RENESAS ELECTRONICS CORPORATION,23.784,20962
DAI-ICHI LIFE HOLDINGS,23.767,736
BT GROUP,23.734,99700
GENMAB A/S,23.695,781
HANNOVER RUCK SE,23.677,3073
SSE PLC,23.668,12489
KOMATSU,23.637,61564
FIRSTENERGY,23.611,12395
UNITED RENTALS,23.599,20400
NATIONAL BANK OF KUWAIT,23.560,6970
SCOTTISH MORTGAGE INVESTMENT TRUST,23.531,NAN
STERIS,23.486,13000
ETSY,23.474,1400
AECC AVIATION POWER,23.466,NAN
ENDESA,23.401,9591
ENBW ENERGIE BADEN-WURTTEMBERG AG,23.389,23293
CHINA MENGNIU DAIRY COMPANY,23.386,43397
HALLIBURTON COMPANY,23.291,40000
BEIGENE,23.266,5300
JD HEALTH INTERNATIONAL INC,23.231,10000
DTE ENERGY COMPANY,23.187,10300
KUWAIT FINANCE HOUSE,23.130,15000
CITIZENS FINANCIAL GROUP,23.109,17463
BEIERSDORF,23.055,20465
VIACOM CBS,23.059,22965
EMIRATES NBD,23.040,14000
SONOVA HOLDING AG,23.019,14508
WEICHAI POWER,23.010,45361
CK ASSET HOLDINGS,23.005,58000
SYSMEX CORPORATION,23.014,8200
PT BANK MANDIRI (PERSERO) TBK,23.013,38247
ZTE CORPORATION,22.976,72584
INTACT FINANCIAL CORPORATION,22.971,16000
ZTO EXPRESS (CAYMAN),22.973,NAN
DUKE REALTY CORPORATION,22.931,340
PERKINELMER,22.924,15000
GUOTAI JUNAN SECURITIES,22.905,15198
SM INVESTMENTS CORPORATION,22.815,157288
SWEDBANK AB (PUBL),22.817,17373
HUATAI SECURITIES,22.813,10516
M&T BANK CORPORATION,22.768,17569
SUN COMMUNITIES,22.755,5961
AMEREN CORPORATION,22.731,9116
KELLOGG COMPANY,22.719,31000
BAKER HUGHES COMPANY,22.724,54000
PPL CORPORATION,22.709,5607
POWER CORPORATION OF CANADA,22.678,29900
FIRSTRAND,22.657,49233
GALAXY ENTERTAINMENT GROUP,22.551,22000
ESSITY AB (PUBL),22.550,46000
ENTERGY CORPORATION,22.536,12369
RAYMOND JAMES FINANCIAL,22.486,15000
ESSEX PROPERTY TRUST,22.410,1757
SHANGHAI INTERNATIONAL PORT (GROUP),22.397,14068
EPIC Games,NAN,6825
"AFFIRM HOLDINGS, INC.",22.374,1641
ICON PUBLIC COMPANY,22.366,37960
AVANTOR,22.312,13500
CHINA RAILWAY GROUP,22.295,290000
KYOCERA CORPORATION,22.287,78490
WELLCARE HEALTH PLANS,NAN,14000
EAST JAPAN RAILWAY COMPANY,22.269,71812
HORIZON THERAPEUTICS PUBLIC COMPANY,22.265,1395
RIYAD BANK,22.199,6147
SIGNATURE BANK,22.174,1854
HEWLETT PACKARD ENTERPRISE COMPANY,22.157,60400
NOMURA RESEARCH INSTITUTE,22.122,13430
AVIVA,22.112,31700
THE CLOROX COMPANY,22.103,9000
SVENSKA HANDELSBANKEN AB (PUBL),22.068,22000
ASSOCIATED BRITISH FOODS,22.066,128000
TECH MAHINDRA,22.056,125236
DIAMONDBACK ENERGY,22.016,870
FORTIS,22.006,8961
CHINA MERCHANTS SECURITIES,21.997,9230
CONTINENTAL AG,21.978,236386
PJSC POLYUS,21.976,20000
SHISEIDO COMPANY,21.966,39035
TELENOR ASA,21.969,18000
SEGRO,21.946,355
FERROVIAL,21.934,18515
NOVOZYMES A/S,21.906,6527
WEG,21.892,33342
CNH INDUSTRIAL,21.872,64016
KAKAOBANK CORP.,21.792,952
"TRINA SOLAR CO., LTD",21.777,NAN
CGN POWER,21.726,18264
TATA MOTORS,21.721,78906
DIDI GLOBAL INC.,21.705,15914
EXPEDITORS INTERNATIONAL OF WASHINGTON,21.702,19000
JSW STEEL,21.641,13128
HAITONG SECURITIES,21.557,10837
CHENIERE ENERGY PARTNERS,21.559,1550
EUROFINS SCIENTIFIC SE,21.550,55000
ULTA BEAUTY,21.491,37000
FOX CORPORATION,21.464,9000
VENTAS,21.404,434
PAYCOM SOFTWARE,21.357,5385
TRANSUNION,21.337,10200
TIANQI LITHIUM CORPORATION,21.334,NAN
NISSAN MOTOR,21.309,131461
JM FAMILY ENTERPRISES,NAN,4500
EDP RENOVAVEIS,21.292,1566
TRADEWEB MARKETS,21.282,1046
SAUDI ARABIAN FERTILIZERS COMPANY,21.275,NAN
YUM CHINA HOLDINGS,21.274,400000
ARISTOCRAT LEISURE,21.241,6000
JA SOLAR TECHNOLOGY,21.219,25183
CELLTRION,21.209,2111
WATERS CORPORATION,21.181,7800
ZOOMINFO TECHNOLOGIES INC.,21.169,2742
IMPERIAL BRANDS,21.145,30300
PINTEREST,21.144,3225
SS&C TECHNOLOGIES HOLDINGS,21.094,24900
COUNTRY GARDEN HOLDINGS COMPANY,21.011,101784
J.B. HUNT TRANSPORT SERVICES,21.014,33045
IMMUNOMEDICS,21.000,366
UPM-KYMMENE OYJ,20.972,17512
XINJIANG TIANSHAN CEMENT,20.958,NAN
GRUPO FINANCIERO BANORTE,20.908,21878
NEXI,20.896,1996
MGM RESORTS INTERNATIONAL,20.883,42000
POWER CONSTRUCTION CORPORATION OF CHINA LTD,20.881,132583
XYLEM,20.815,17300
MAXIM INTEGRATED PRODUCTS,20.800,7100
CHINA TOWER CORPORATION,20.759,23300
AKZO NOBEL,20.741,32200
BILL.COM HOLDINGS,20.709,1384
ROYAL CARIBBEAN CRUISES,20.643,85000
UCB SA,20.612,8006
TCS GROUP HOLDING,20.605,528748
"UIPATH, INC.",20.589,2863
YUNNAN BAIYAO GROUP,20.583,8131
WARNER MUSIC GROUP CORP.,20.540,5900
SAMBA FINANCIAL GROUP,20.510,3991
WESTERN DIGITAL CORPORATION,20.514,65600
MONOLITHIC POWER SYSTEMS,20.497,2773
NETAPP,20.503,11000
BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY,20.496,NAN
HYUNDAI MOBIS,20.464,10243
EDP - ENERGIAS DE PORTUGAL,20.438,12236
CGI,20.426,80000
HENDERSON LAND DEVELOPMENT COMPANY,20.418,10189
GUANGZHOU AUTOMOBILE GROUP,20.414,94856
CHINA NATIONAL NUCLEAR POWER,20.401,13152
STANDARD CHARTERED,20.378,84740
EXOR,20.374,268979
CHEWY,20.280,18500
BANCO SANTANDER BRASIL SA,20.222,44599
OMV GROUP,20.210,25391
PRINCIPAL FINANCIAL GROUP,20.214,7100
THE COOPER COMPANIES,20.190,12000
POOL CORPORATION,20.171,5500
WILMAR INTERNATIONAL,20.155,100000
CEZ A. S,20.163,27200
ASAHI GROUP HOLDINGS,20.123,29850
UNIGROUP GUOXIN MICROELECTRONICS,20.062,2192
WENS FOODSTUFF GROUP,20.036,50024
ADANI PORTS AND SPECIAL ECONOMIC ZONE,20.033,2733
BROADRIDGE FINANCIAL SOLUTIONS,19.993,13704
SHIONOGI,19.984,5222
GENERAC HOLDINGS,19.971,3540
OTSUKA HOLDINGS,19.941,33151
BEIKE,NAN,1320
DJI,NAN,NAN
"INNER MONGOLIA BAOTOU STEEL UNION CO., LTD.",19.929,28041
PICC PROPERTY AND CASUALTY COMPANY,19.932,NAN
ERSTE GROUP BANK AG,19.926,44596
BIO-RAD LABORATORIES,19.921,950
SWISS LIFE HOLDING AG,19.922,9823
TRIMBLE,19.865,11931
TYLER TECHNOLOGIES,19.816,6778
SYMRISE AG,19.804,10531
ASM INTERNATIONAL NV,19.787,2583
GENUINE PARTS COMPANY,19.788,52000
CATALENT,19.765,17300
FLEETCOR TECHNOLOGIES,19.734,9700
TELEDYNE TECHNOLOGIES,19.689,10670
CHARTER HALL GROUP,19.685,447
ENN ENERGY HOLDINGS,19.675,NAN
AEON CO LTD,19.630,580000
BOSTON PROPERTIES,19.624,743
LG ELECTRONICS,19.602,39745
CARMAX,19.599,26889
YANDEX,19.592,11864
ENPHASE ENERGY,19.580,2260
NINGXIA BAOFENG ENERGY GROUP,19.524,13397
ADVANCED INFO SERVICE PUBLIC COMPANY,19.520,12701
CHINA STEEL CORPORATION,19.491,28648
SUZUKI MOTOR CORPORATION,19.482,68739
HOSHINE SILICON INDUSTRY,19.455,NAN
AVANGRID,19.414,7348
HEALTHPEAK PROPERTIES,19.390,196
CHINA UNITED NETWORK COMMUNICATIONS,19.377,256385
BROWN & BROWN,19.374,12023
MTN GROUP,19.299,19295
PUBLIC BANK BERHAD,19.249,18721
CHINA COMMUNICATIONS CONSTRUCTION COMPANY,19.246,124457
SNAM,19.225,3388
SHENZHEN TRANSSION HOLDINGS,19.226,NAN
POSCO,19.203,17932
CAESARS ENTERTAINMENT CORPORATION,19.167,23000
MITSUI FUDOSAN,19.119,20864
CINCINNATI FINANCIAL CORPORATION,19.118,5166
QUEST DIAGNOSTICS,19.121,40000
EDWARDS JONES INVESTMENTS,NAN,49000
TIANJIN ZHONGHUAN SEMICONDUCTOR,19.112,NAN
NIAGARA MOHAWK POWER CORPORATION PFD 3.90%,19.111,NAN
ZALANDO SE,19.103,14194
JD LOGISTICS,19.104,NAN
FOCUS MEDIA INFORMATION TECHNOLOGY,19.100,11005
WANTAI BIOLOGICAL PHARMACY,19.087,NAN
AVIC SHENYANG AIRCRAFT COMPANY,19.081,NAN
DAIWA HOUSE INDUSTRY,19.050,48807
TAKE-TWO INTERACTIVE SOFTWARE,18.978,6495
NVR,18.942,6600
INTERNATIONAL PAPER COMPANY,18.926,38200
HEICO CORPORATION,18.903,5600
ZHONGSHENG GROUP HOLDINGS,18.871,29293
HINDUSTAN ZINC,18.854,19152
CONSTELLATION ENERGY CORPORATION,NAN,11696
SAUDI BRITISH BANK,18.849,5288
CMS ENERGY CORPORATION,18.853,9778
WAYFAIR,18.826,16681
FRESENIUS MEDICAL CARE AG & CO. KGAA,18.809,125364
OMRON CORPORATION,18.781,28006
THALES,18.756,80702
MONCLER,18.758,4561
TATA STEEL,18.733,32364
CELANESE CORPORATION,18.733,8529
CHONGQING CHANGAN AUTOMOBILE COMPANY,18.664,36764
SHENWAN HONGYUAN GROUP,18.662,11707
ZHEJIANG HUAYOU COBALT CO. LTD,18.597,NAN
DARDEN RESTAURANTS,18.604,160000
JDE PEET'S N.V.,18.578,19000
CRODA INTERNATIONAL,18.577,4000
PIDILITE INDUSTRIES,18.559,5742
CTBC FINANCIAL HOLDING,18.562,20668
MITSUBISHI ESTATE,18.548,9619
UBIQUITI,18.512,1223
SIEMENS ENERGY,18.494,91000
DOMINO'S PIZZA,18.487,14400
SUMITOMO CORPORATION,18.478,75383
GUANGDONG HAID GROUP,18.469,20774
AMCOR,18.460,46000
SHAANXI COAL INDUSTRY COMPANY,18.443,29255
SURGUTNEFTEGAS,18.439,116000
KB FINANCIAL GROUP,18.406,164
RESTAURANT BRANDS INTERNATIONAL,18.369,5200
LINK REAL ESTATE INVESTMENT TRUST,18.369,1064
WPP PLC,18.269,100000
PT BANK ARTOS INDONESIA TBK,18.235,NAN
SAFRA GROUP,NAN,34000
DIRECTV,NAN,203000
SPLUNK,18.227,6500
YONYOU NETWORK TECHNOLOGY,18.226,17271
CITIC PACIFIC SPECIAL STEEL GROUP,18.222,NAN
LIBERTY SIRIUSXM GROUP,18.192,86
THE CARLYLE GROUP,18.187,1800
DISH NETWORK CORPORATION,18.180,14500
MS&AD INSURANCE GROUP HOLDINGS,18.167,423
VANTAGE TOWERS AG,18.162,327
REPSOL,18.162,23739
ANTOFAGASTA,18.128,23248
TOSHIBA CORPORATION,18.132,117300
POWER FINANCIAL CORPORATION,18.115,484
IFLYTEK,18.102,10000
CONTINENTAL RESOURCES,18.063,1254
UDR,17.998,1219
MENARDS,NAN,45000
AIR CHINA,17.999,89373
BROOKFIELD INFRASTRUCTURE PARTNERS,17.973,41000
AKAMAI TECHNOLOGIES,17.961,8800
VICI PROPERTIES,17.956,152
FUYAO GLASS INDUSTRY GROUP,17.928,27067
ADVANTEST CORPORATION,17.925,5756
"XINJIANG DAQO NEW ENERGY CO.,LTD.",17.918,NAN
SANDS CHINA,17.908,26186
JIANGSU HENGLI HYDRAULIC,17.878,NAN
ENTEGRIS,17.884,6850
HDFC LIFE INSURANCE COMPANY,17.862,14587
VIATRIS INC,17.826,37000
MEGA FINANCIAL HOLDING,17.822,9669
WABTEC CORPORATION,17.767,25000
JACOBS ENGINEERING GROUP,17.760,55000
CONFLUENT INC,17.749,1473
ALNYLAM PHARMACEUTICALS,17.716,1665
NICE,17.701,6800
HENAN SHUANGHUI INVESTMENT & DEVELOPMENT,17.688,NAN
HOLOGIC,17.677,6705
PIMCO,NAN,NAN
AVERY DENNISON CORPORATION,17.655,36000
FRANKLIN RESOURCES,17.643,10300
NUANCE COMMUNICATIONS,17.589,6500
PAO SEVERSTAL,17.528,52200
CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS,17.531,48465
CONTURA ENERGY,17.533,NAN
PUMA SE,17.486,14374
HUANENG LANCANG RIVER HYDROPOWER,17.488,3403
BEIJING KINGSOFT OFFICE SOFTWARE,17.474,2267
NTPC,17.433,19918
COUNTRY GARDEN SERVICES HOLDINGS COMPANY,17.412,101784
ARCH CAPITAL GROUP,17.403,4500
"PPD, INC.",17.400,24000
CENTERPOINT ENERGY,17.394,9418
WHEATON PRECIOUS METALS,17.372,40
CHINA CSSC HOLDINGS,17.331,7670
CARL ZEISS MEDITEC AG,17.301,3000
IDEX CORPORATION,17.302,7536
ROYALTY PHARMA PLC,17.292,35
ALLY FINANCIAL,17.291,10500
INSULET CORPORATION,17.247,2300
TEXTRON,17.248,37000
PUBLICIS GROUPE,17.224,79051
SK INNOVATION,17.206,2424
PEMBINA PIPELINE CORPORATION,17.210,2623
SHANGHAI FOSUN PHARMACEUTICAL (GROUP),17.177,NAN
GUOSEN SECURITIES,17.171,10423
MARKEL CORPORATION,17.150,20300
AYALA CORPORATION,17.131,60000
NN GROUP,17.104,15417
POSTE ITALIANE SPA,17.079,118523
HAIER ELECTRONICS GROUP,NAN,16775
BYJUS,NAN,9000
FORMOSA CHEMICALS & FIBRE CORPORATION,17.066,51000
CAMDEN PROPERTY TRUST,17.056,1700
NITORI HOLDINGS,17.050,10366
QORVO,17.050,8400
CNP ASSURANCES SA,17.021,5353
LKQ CORPORATION,16.985,46000
NOVOLIPETSK STEEL,16.921,52800
BURLINGTON STORES,16.924,47000
MOLINA HEALTHCARE,16.923,14000
LENS TECHNOLOGY,16.912,198990
UNIPER SE,16.886,11644
ZHEJIANG CHINT ELECTRICS,16.882,25140
NEXON,16.869,6288
GEORGE WESTON,16.871,226299
MAXSCEND MICROELECTRONICS COMPANY,16.841,217
LARSEN & TOUBRO INFOTECH,16.844,35991
VEDANTA,16.830,76000
CHINA RAILWAY CONSTRUCTION CORPORATION,16.820,NAN
MARUBENI CORPORATION,16.817,4404
GRUPO ELEKTRA,16.802,71278
BROOKFIELD PROPERTY PARTNERS,16.785,17000
TSINGTAO BREWERY COMPANY,16.774,38169
QUALTRICS INTERNATIONAL INC.,16.732,4808
FACTSET RESEARCH SYSTEMS,16.701,10892
GROUPE BRUXELLES LAMBERT SA,16.677,59000
ADEVINTA ASA,16.683,4700
CONAGRA BRANDS,16.670,18600
OMNICOM GROUP,16.663,71700
CHINA SOUTHERN AIRLINES COMPANY,16.651,100431
COLES GROUP,16.625,118000
AJINOMOTO,16.626,32509
FIRST QUANTUM MINERALS,16.614,20000
CHARLES RIVER LABORATORIES INTERNATIONAL,16.587,20000
ROLLINS,16.577,16482
AERCAP HOLDINGS,16.583,376
AMUNDI,16.574,4700
WAN HAI LINES,16.562,NAN
CHANGCHUN HIGH & NEW TECHNOLOGY INDUSTRY (GROUP),16.555,6247
WSP GLOBAL,16.554,47000
WUXI LEAD INTELLIGENT EQUIPMENT,16.541,NAN
"CHINA MOLYBDENUM CO., LTD.",16.523,10956
JAMES HARDIE INDUSTRIES,16.505,4861
SANTOS,16.512,2178
ALFA LAVAL AB (PUBL),16.501,17883
ASE TECHNOLOGY HOLDING,16.470,95727
SHINHAN FINANCIAL GROUP,16.464,172
EASTMAN CHEMICAL COMPANY,16.457,14000
NORSK HYDRO ASA,16.447,34240
TRYG A/S,16.442,4000
GIGADEVICE SEMICONDUCTOR (BEIJING),16.420,NAN
BANDAI NAMCO HOLDINGS,16.401,9052
WORLDLINE,16.384,20000
MASCO CORPORATION,16.371,20000
BIO-TECHNE CORPORATION,16.319,2600
SBI LIFE INSURANCE COMPANY,16.308,17466
VARIAN MEDICAL SYSTEMS,16.300,10062
ANHUI GUJING DISTILLERY,16.291,NAN
ABU DHABI COMMERCIAL BANK PJSC,16.290,NAN
CHINA LONGYUAN POWER GROUP CORPORATION,16.278,NAN
TOYOTA TSUSHO CORPORATION,16.263,66067
TECK RESOURCES,16.187,10000
BANK OF SHANGHAI,16.184,12699
INCYTE CORPORATION,16.167,2094
PT ASTRA INTERNATIONAL TBK,16.153,226105
ORIENT OVERSEAS (INTERNATIONAL),16.136,10593
KNORR-BREMSE,16.125,29000
ARGENX SE,16.128,336
EISAI,16.116,10998
NIPPON STEEL CORPORATION,16.116,106599
GULF ENERGY DEVELOPMENT PUBLIC COMPANY,16.117,832
RINGCENTRAL,16.105,3919
